brand_name,generic_name,drug_type,manufacturer,total_spending_2023,total_claims_2023,total_beneficiaries_2023,avg_spending_per_claim_2023,avg_spending_per_unit_2023,cost_per_beneficiary_2023,claims_per_beneficiary_2023
JADENU,DEFERASIROX,Brand,Novartis,8881639.84,603,117.0,14729.087629,173.1861835,75911.45162393163,5.153846153846154
JADENU SPRINKLE,DEFERASIROX,Brand,Overall,555387.59,37,,15010.475405,149.35957529,,
JADENU SPRINKLE,DEFERASIROX,Brand,Novartis,555387.59,37,,15010.475405,149.35957529,,
JAIMIESS,L-NORGEST/E.ESTRADIOL-E.ESTRAD,Brand,Overall,67094.31,972,425.0,69.027067901,0.7585992425,157.86896470588235,2.287058823529412
JAIMIESS,L-NORGEST/E.ESTRADIOL-E.ESTRAD,Brand,"Xiromed, LLC",67094.31,972,425.0,69.027067901,0.7585992425,157.86896470588235,2.287058823529412
JAKAFI,RUXOLITINIB PHOSPHATE,Brand,Overall,1940765068.5,116245,14041.0,16695.471362,297.88441901,138221.28541414428,8.278968734420625
JAKAFI,RUXOLITINIB PHOSPHATE,Brand,Incyte Corporat,1940765068.5,116245,14041.0,16695.471362,297.88441901,138221.28541414428,8.278968734420625
JALYN,DUTASTERIDE/TAMSULOSIN HCL,Brand,Overall,1119871.93,1361,318.0,822.83022043,14.800004361,3521.6098427672955,4.279874213836478
JALYN,DUTASTERIDE/TAMSULOSIN HCL,Brand,GSK/Woodward Ph,1119871.93,1361,318.0,822.83022043,14.800004361,3521.6098427672955,4.279874213836478
JANTOVEN,WARFARIN SODIUM,Brand,Overall,5277214.53,427103,97034.0,12.355835782,0.1702567406,54.38521064781417,4.401580889172867
JANTOVEN,WARFARIN SODIUM,Brand,Upsher Smith La,5277214.53,427103,97034.0,12.355835782,0.1702567406,54.38521064781417,4.401580889172867
JANUMET,SITAGLIPTIN PHOS/METFORMIN HCL,Brand,Overall,798865848.51,776835,168527.0,1028.3597527,9.4507821421,4740.284040598835,4.60955811234995
JANUMET,SITAGLIPTIN PHOS/METFORMIN HCL,Brand,Merck Sharp & D,798865848.51,776835,168527.0,1028.3597527,9.4507821421,4740.284040598835,4.60955811234995
JANUMET XR,SITAGLIPTIN PHOS/METFORMIN HCL,Brand,Overall,392139531.05,397435,89316.0,986.67588675,12.785649188,4390.473499149089,4.449762640512338
JANUMET XR,SITAGLIPTIN PHOS/METFORMIN HCL,Brand,Merck Sharp & D,392139531.05,397435,89316.0,986.67588675,12.785649188,4390.473499149089,4.449762640512338
JANUVIA,SITAGLIPTIN PHOSPHATE,Brand,Overall,4090836820.7,4029094,843391.0,1015.3242443,18.88030265,4850.462977077062,4.777255152118057
JANUVIA,SITAGLIPTIN PHOSPHATE,Brand,Merck Sharp & D,4090836820.7,4029094,843391.0,1015.3242443,18.88030265,4850.462977077062,4.777255152118057
JARDIANCE,EMPAGLIFLOZIN,Brand,Overall,8839935063.3,8153238,1882768.0,1084.2238462,20.317966064,4695.180215140686,4.330452822652605
JARDIANCE,EMPAGLIFLOZIN,Brand,Boehringer Ing.,8839935063.3,8153238,1882768.0,1084.2238462,20.317966064,4695.180215140686,4.330452822652605
JASMIEL,ETHINYL ESTRADIOL/DROSPIRENONE,Brand,Overall,8228.75,171,46.0,48.121345029,1.0686688312,178.8858695652174,3.717391304347826
JASMIEL,ETHINYL ESTRADIOL/DROSPIRENONE,Brand,"Afaxys, Inc.",8228.75,171,46.0,48.121345029,1.0686688312,178.8858695652174,3.717391304347826
JATENZO,TESTOSTERONE UNDECANOATE,Brand,Overall,4591544.4,4559,1079.0,1007.1384953,12.980488081,4255.3701575532905,4.225208526413346
JATENZO,TESTOSTERONE UNDECANOATE,Brand,Clarus/Tolmar,4591544.4,4559,1079.0,1007.1384953,12.980488081,4255.3701575532905,4.225208526413346
JAVYGTOR,SAPROPTERIN DIHYDROCHLORIDE,Brand,Overall,2329062.26,126,18.0,18484.621111,127.06531999,129392.34777777776,7.0
JAVYGTOR,SAPROPTERIN DIHYDROCHLORIDE,Brand,Dr.Reddy'S Lab,2329062.26,126,18.0,18484.621111,127.06531999,129392.34777777776,7.0
JAYPIRCA,PIRTOBRUTINIB,Brand,Overall,49251882.85,2298,647.0,21432.499064,369.96339084,76123.46653786708,3.55177743431221
JAYPIRCA,PIRTOBRUTINIB,Brand,Eli Lilly & Co.,49251882.85,2298,647.0,21432.499064,369.96339084,76123.46653786708,3.55177743431221
JEMPERLI,DOSTARLIMAB-GXLY,Brand,Overall,1596065.71,121,25.0,13190.625702,1182.2708963,63842.6284,4.84
JEMPERLI,DOSTARLIMAB-GXLY,Brand,Glaxosmithkline,1596065.71,121,25.0,13190.625702,1182.2708963,63842.6284,4.84
JENCYCLA,NORETHINDRONE,Brand,Overall,173331.86,6716,2064.0,25.808793925,0.4593081171,83.97861434108526,3.253875968992248
JENCYCLA,NORETHINDRONE,Brand,Lupin Pharmaceu,173331.86,6716,2064.0,25.808793925,0.4593081171,83.97861434108526,3.253875968992248
JENTADUETO,LINAGLIPTIN/METFORMIN HCL,Brand,Overall,93638308.74,103706,20684.0,902.92084103,9.0629501645,4527.088993424869,5.01382711274415
JENTADUETO,LINAGLIPTIN/METFORMIN HCL,Brand,Boehringer Ing.,93638308.74,103706,20684.0,902.92084103,9.0629501645,4527.088993424869,5.01382711274415
JENTADUETO XR,LINAGLIPTIN/METFORMIN HCL,Brand,Overall,29897203.17,32955,7327.0,907.21296222,13.360254397,4080.4153364269146,4.497748055138529
JENTADUETO XR,LINAGLIPTIN/METFORMIN HCL,Brand,Boehringer Ing.,29897203.17,32955,7327.0,907.21296222,13.360254397,4080.4153364269146,4.497748055138529
JEVTANA,CABAZITAXEL,Brand,Overall,6064537.76,427,87.0,14202.664543,9358.8545679,69707.33057471264,4.908045977011494
JEVTANA,CABAZITAXEL,Brand,Sanofi-Aventis,6064537.76,427,87.0,14202.664543,9358.8545679,69707.33057471264,4.908045977011494
JINTELI,NORETHINDRONE AC-ETH ESTRADIOL,Brand,Overall,180654.05,1875,540.0,96.348826667,1.5212204015,334.544537037037,3.4722222222222223
JINTELI,NORETHINDRONE AC-ETH ESTRADIOL,Brand,Teva USA,180654.05,1875,540.0,96.348826667,1.5212204015,334.544537037037,3.4722222222222223
JOENJA,LENIOLISIB PHOSPHATE,Brand,Overall,2256026.75,50,,45120.535,752.00891667,,
JOENJA,LENIOLISIB PHOSPHATE,Brand,Pharming Health,2256026.75,50,,45120.535,752.00891667,,
JOLESSA,LEVONORGESTREL/ETHIN.ESTRADIOL,Brand,Overall,83271.18,1317,512.0,63.227927107,0.6945400103,162.6390234375,2.572265625
JOLESSA,LEVONORGESTREL/ETHIN.ESTRADIOL,Brand,Teva USA,83271.18,1317,512.0,63.227927107,0.6945400103,162.6390234375,2.572265625
JORNAY PM,METHYLPHENIDATE HCL,Brand,Overall,1005317.1,2065,419.0,486.83636804,15.332738105,2399.3248210023867,4.928400954653938
JORNAY PM,METHYLPHENIDATE HCL,Brand,Ironshore Pharm,1005317.1,2065,419.0,486.83636804,15.332738105,2399.3248210023867,4.928400954653938
JUBLIA,EFINACONAZOLE,Brand,Overall,93684777.25,76494,28671.0,1224.7336687,194.15045323,3267.579688535454,2.667992047713718
JUBLIA,EFINACONAZOLE,Brand,Bausch Health U,93684777.25,76494,28671.0,1224.7336687,194.15045323,3267.579688535454,2.667992047713718
JULEBER,DESOGESTREL-ETHINYL ESTRADIOL,Brand,Overall,11152.68,451,102.0,24.728780488,0.5074012739,109.34,4.421568627450981
JULEBER,DESOGESTREL-ETHINYL ESTRADIOL,Brand,Northstar Rx Ll,11152.68,451,102.0,24.728780488,0.5074012739,109.34,4.421568627450981
JULUCA,DOLUTEGRAVIR/RILPIVIRINE,Brand,Overall,392257065.21,106674,11501.0,3677.1571818,116.43901191,34106.34424919572,9.275193461438136
JULUCA,DOLUTEGRAVIR/RILPIVIRINE,Brand,Viiv Healthcare,392257065.21,106674,11501.0,3677.1571818,116.43901191,34106.34424919572,9.275193461438136
JUNEL,NORETHINDRONE AC-ETH ESTRADIOL,Brand,Overall,358231.68,11284,2639.0,31.746869904,0.6995468774,135.74523683213337,4.275862068965517
JUNEL,NORETHINDRONE AC-ETH ESTRADIOL,Brand,Teva USA,358231.68,11284,2639.0,31.746869904,0.6995468774,135.74523683213337,4.275862068965517
JUNEL FE,NORETHINDRONE-E.ESTRADIOL-IRON,Brand,Overall,552688.45,19621,5064.0,28.168210081,0.4747510663,109.140689178515,3.874605055292259
JUNEL FE,NORETHINDRONE-E.ESTRADIOL-IRON,Brand,Teva USA,552688.45,19621,5064.0,28.168210081,0.4747510663,109.140689178515,3.874605055292259
JUNEL FE 24,NORETHINDRONE-E.ESTRADIOL-IRON,Brand,Overall,111685.8,1795,562.0,62.220501393,1.0734065047,198.72918149466193,3.193950177935943
JUNEL FE 24,NORETHINDRONE-E.ESTRADIOL-IRON,Brand,Teva USA,111685.8,1795,562.0,62.220501393,1.0734065047,198.72918149466193,3.193950177935943
JUXTAPID,LOMITAPIDE MESYLATE,Brand,Overall,8682999.81,139,14.0,62467.624532,1914.7083905,620214.2721428572,9.928571428571429
JUXTAPID,LOMITAPIDE MESYLATE,Brand,Amryt/Chiesi,8682999.81,139,14.0,62467.624532,1914.7083905,620214.2721428572,9.928571428571429
JYNARQUE,TOLVAPTAN,Brand,Overall,76164443.59,4158,486.0,18317.567001,332.15458753,156716.96211934157,8.555555555555555
JYNARQUE,TOLVAPTAN,Brand,Otsuka America,76164443.59,4158,486.0,18317.567001,332.15458753,156716.96211934157,8.555555555555555
JYNNEOS,SMALLPOX AND MPOX LIVE VACC/PF,Brand,Overall,820.59,27,24.0,30.392222222,44.356216216,34.191250000000004,1.125
JYNNEOS,SMALLPOX AND MPOX LIVE VACC/PF,Brand,Bavarian Nordic,820.59,27,24.0,30.392222222,44.356216216,34.191250000000004,1.125
JYNNEOS (NATIONAL STOCKPILE),SMALLPOX AND MPOX LIVE VACC/PF,Brand,Overall,335.64,19,14.0,17.665263158,36.482608696,23.974285714285713,1.3571428571428572
JYNNEOS (NATIONAL STOCKPILE),SMALLPOX AND MPOX LIVE VACC/PF,Brand,Bavarian Nordic,335.64,19,14.0,17.665263158,36.482608696,23.974285714285713,1.3571428571428572
K-PHOS NO.2,"SOD PHOS,M-B/K PHOS,MONOB",Brand,Overall,19473.17,185,70.0,105.26037838,1.0129087126,278.18814285714285,2.642857142857143
K-PHOS NO.2,"SOD PHOS,M-B/K PHOS,MONOB",Brand,Beach Products,19473.17,185,70.0,105.26037838,1.0129087126,278.18814285714285,2.642857142857143
K-PHOS ORIGINAL,"POTASSIUM PHOSPHATE,MONOBASIC",Brand,Overall,121829.19,2935,878.0,41.509093697,0.5112161133,138.75761958997722,3.3428246013667424
K-PHOS ORIGINAL,"POTASSIUM PHOSPHATE,MONOBASIC",Brand,Beach Products,121829.19,2935,878.0,41.509093697,0.5112161133,138.75761958997722,3.3428246013667424
K-TAB ER,POTASSIUM CHLORIDE,Brand,Overall,429315.28,3041,2111.0,141.17569221,0.9650444709,203.37057318806254,1.4405495026054003
K-TAB ER,POTASSIUM CHLORIDE,Brand,Abbvie US LLC,429315.28,3041,2111.0,141.17569221,0.9650444709,203.37057318806254,1.4405495026054003
KCL-D5W-0.45% NACL,POTASSIUM CHLORIDE/D5-0.45NACL,Brand,Overall,37245.32,1024,352.0,36.372382813,0.0062460636,105.81056818181818,2.909090909090909
KCL-D5W-0.45% NACL,POTASSIUM CHLORIDE/D5-0.45NACL,Brand,Baxter Healthca,34564.37,894,294.0,38.662606264,0.0064615419,117.56588435374151,3.0408163265306123
KCL-D5W-0.45% NACL,POTASSIUM CHLORIDE/D5-0.45NACL,Brand,B.Braun,2680.95,130,62.0,20.622692308,0.0047642362,43.24112903225806,2.096774193548387
KCL-D5W-0.9% NACL,POTASSIUM CHLORIDE/D5-0.9%NACL,Brand,Overall,9758.86,237,29.0,41.176624473,0.0085323903,336.51241379310346,8.172413793103448
KCL-D5W-0.9% NACL,POTASSIUM CHLORIDE/D5-0.9%NACL,Brand,Baxter Healthca,3617.75,91,20.0,39.755494505,0.0102912604,180.8875,4.55
KCL-D5W-0.9% NACL,POTASSIUM CHLORIDE/D5-0.9%NACL,Brand,B.Braun,6141.11,146,11.0,42.06239726,0.0074361083,558.2827272727272,13.272727272727273
KADCYLA,ADO-TRASTUZUMAB EMTANSINE,Brand,Overall,3847823.04,344,51.0,11185.532093,4568.0505203,75447.5105882353,6.745098039215686
KADCYLA,ADO-TRASTUZUMAB EMTANSINE,Brand,"Genentech, Inc.",3847823.04,344,51.0,11185.532093,4568.0505203,75447.5105882353,6.745098039215686
KAITLIB FE,NORETH-ETHINYL ESTRADIOL/IRON,Brand,Overall,26948.45,228,53.0,118.19495614,1.9020645116,508.461320754717,4.30188679245283
KAITLIB FE,NORETH-ETHINYL ESTRADIOL/IRON,Brand,Lupin Pharmaceu,26948.45,228,53.0,118.19495614,1.9020645116,508.461320754717,4.30188679245283
KALBITOR,ECALLANTIDE,Brand,Overall,24976935.25,371,37.0,67323.275606,5761.6920992,675052.3040540541,10.027027027027026
KALBITOR,ECALLANTIDE,Brand,Dyax Corp./Shir,24976935.25,371,37.0,67323.275606,5761.6920992,675052.3040540541,10.027027027027026
KALETRA,LOPINAVIR/RITONAVIR,Brand,Overall,497756.68,430,101.0,1157.5736744,8.6554325591,4928.283960396039,4.257425742574258
KALETRA,LOPINAVIR/RITONAVIR,Brand,Abbvie US LLC,497756.68,430,101.0,1157.5736744,8.6554325591,4928.283960396039,4.257425742574258
KALYDECO,IVACAFTOR,Brand,Overall,25099035.9,936,91.0,26815.209295,480.25402587,275813.5813186813,10.285714285714286
KALYDECO,IVACAFTOR,Brand,Vertex Pharmace,25099035.9,936,91.0,26815.209295,480.25402587,275813.5813186813,10.285714285714286
KANJINTI,TRASTUZUMAB-ANNS,Brand,Overall,4161290.87,875,145.0,4755.7609943,2504.2771029,28698.557724137932,6.0344827586206895
KANJINTI,TRASTUZUMAB-ANNS,Brand,Amgen,4161290.87,875,145.0,4755.7609943,2504.2771029,28698.557724137932,6.0344827586206895
KAPSPARGO SPRINKLE,METOPROLOL SUCCINATE,Brand,Overall,2223865.26,36915,12241.0,60.242862251,2.0024700098,181.67349562944202,3.015684993056123
KAPSPARGO SPRINKLE,METOPROLOL SUCCINATE,Brand,Ohm-Sun Pharmac,2223865.26,36915,12241.0,60.242862251,2.0024700098,181.67349562944202,3.015684993056123
KAPVAY,CLONIDINE HCL,Brand,Overall,8322.81,13,,640.21615385,8.5979442149,,
KAPVAY,CLONIDINE HCL,Brand,Concordia Pharm,8322.81,13,,640.21615385,8.5979442149,,
KARIVA,DESOG-E.ESTRADIOL/E.ESTRADIOL,Brand,Overall,52243.28,1104,296.0,47.321811594,0.7001243634,176.49756756756756,3.72972972972973
KARIVA,DESOG-E.ESTRADIOL/E.ESTRADIOL,Brand,Teva USA,52243.28,1104,296.0,47.321811594,0.7001243634,176.49756756756756,3.72972972972973
KATERZIA,AMLODIPINE BENZOATE,Brand,Overall,1460851.06,1800,374.0,811.58392222,3.919517107,3906.018877005348,4.81283422459893
KATERZIA,AMLODIPINE BENZOATE,Brand,Azurity Pharmac,1460851.06,1800,374.0,811.58392222,3.919517107,3906.018877005348,4.81283422459893
KAZANO,ALOGLIPTIN BENZ/METFORMIN HCL,Brand,Overall,111509.93,215,90.0,518.65083721,6.0274258501,1238.9992222222222,2.388888888888889
KAZANO,ALOGLIPTIN BENZ/METFORMIN HCL,Brand,Takeda Pharmace,111509.93,215,90.0,518.65083721,6.0274258501,1238.9992222222222,2.388888888888889
KELNOR 1-35,ETHYNODIOL D-ETHINYL ESTRADIOL,Brand,Overall,84471.21,2373,488.0,35.596801517,0.6059801572,173.0967418032787,4.862704918032787
KELNOR 1-35,ETHYNODIOL D-ETHINYL ESTRADIOL,Brand,Teva USA,84471.21,2373,488.0,35.596801517,0.6059801572,173.0967418032787,4.862704918032787
KELNOR 1-50,ETHYNODIOL D-ETHINYL ESTRADIOL,Brand,Overall,30904.62,759,133.0,40.717549407,0.7111703792,232.36556390977444,5.706766917293233
KELNOR 1-50,ETHYNODIOL D-ETHINYL ESTRADIOL,Brand,Teva USA,30904.62,759,133.0,40.717549407,0.7111703792,232.36556390977444,5.706766917293233
KENALOG-10,TRIAMCINOLONE ACETONIDE,Brand,Overall,6188.32,290,190.0,21.339034483,1.3041770285,32.57010526315789,1.5263157894736843
KENALOG-10,TRIAMCINOLONE ACETONIDE,Brand,BMS Primarycare,6188.32,290,190.0,21.339034483,1.3041770285,32.57010526315789,1.5263157894736843
KENALOG-40,TRIAMCINOLONE ACETONIDE,Brand,Overall,25718.0,1191,945.0,21.593618808,1.0400566171,27.214814814814815,1.2603174603174603
KENALOG-40,TRIAMCINOLONE ACETONIDE,Brand,BMS Primarycare,25718.0,1191,945.0,21.593618808,1.0400566171,27.214814814814815,1.2603174603174603
KENALOG-80,TRIAMCINOLONE ACETONIDE,Brand,Overall,10305.45,333,255.0,30.947297297,21.787420719,40.413529411764706,1.3058823529411765
KENALOG-80,TRIAMCINOLONE ACETONIDE,Brand,BMS Primarycare,10305.45,333,255.0,30.947297297,21.787420719,40.413529411764706,1.3058823529411765
KEPPRA XR,LEVETIRACETAM,Brand,Overall,26668750.32,14241,2054.0,1872.673992,10.565348742,12983.812229795521,6.933300876338851
KEPPRA XR,LEVETIRACETAM,Brand,UCB Pharma,26668750.32,14241,2054.0,1872.673992,10.565348742,12983.812229795521,6.933300876338851
KEPPRA*,LEVETIRACETAM,Brand,Overall,76290254.39,39439,5459.0,1934.3861252,12.506525857,13975.13361238322,7.224583257006778
KEPPRA*,LEVETIRACETAM,Brand,UCB Pharma*,76290254.39,39439,5459.0,1934.3861252,12.506525857,13975.13361238322,7.224583257006778
KERENDIA,FINERENONE,Brand,Overall,269681549.35,271195,63625.0,994.41932687,22.002575325,4238.609812966602,4.262396856581533
KERENDIA,FINERENONE,Brand,"Bayer,Pharm Div",269681549.35,271195,63625.0,994.41932687,22.002575325,4238.609812966602,4.262396856581533
KERYDIN,TAVABOROLE,Brand,Overall,18827.32,27,23.0,697.30814815,138.43617647,818.5791304347825,1.173913043478261
KERYDIN,TAVABOROLE,Brand,Pharmaderm/Sand,18827.32,27,23.0,697.30814815,138.43617647,818.5791304347825,1.173913043478261
KESIMPTA PEN,OFATUMUMAB,Brand,Overall,413095697.23,41253,5267.0,10013.712875,21596.161543,78430.92789633568,7.832352382760585
KESIMPTA PEN,OFATUMUMAB,Brand,Novartis,413095697.23,41253,5267.0,10013.712875,21596.161543,78430.92789633568,7.832352382760585
KETOCONAZOLE*,KETOCONAZOLE,Brand,Overall,96053241.38,3659442,1750875.0,26.248056775,0.4269064504,54.86013643463982,2.090064681944742
KETOCONAZOLE*,KETOCONAZOLE,Brand,"Xiromed, LLC",1006551.09,1963,1041.0,512.76163525,5.5868705759,966.9078674351584,1.8856868395773294
KETOCONAZOLE*,KETOCONAZOLE,Brand,Tolmar Inc.,5777290.02,412231,195094.0,14.014690841,0.1070400122,29.61285339374865,2.1129865603247664
KETOCONAZOLE*,KETOCONAZOLE,Brand,Teva USA*,14763863.56,525058,333602.0,28.118538447,0.5757435548,44.255920408151034,1.5739054322216293
KETOCONAZOLE*,KETOCONAZOLE,Brand,Taro Pharm USA*,8697730.25,234318,147456.0,37.119343158,0.7681079455,58.98525831434462,1.5890706380208333
KETOCONAZOLE*,KETOCONAZOLE,Brand,Strides Pharma,118376.75,3054,2062.0,38.7612148,1.1859021238,57.40870514064016,1.481086323957323
KETOCONAZOLE*,KETOCONAZOLE,Brand,Padagis,23451427.09,1311163,620055.0,17.885973819,0.1398461786,37.821527267742375,2.11459144753288
KETOCONAZOLE*,KETOCONAZOLE,Brand,Northstar Rx Ll,5947416.54,153298,90015.0,38.796439223,0.8163793374,66.07139410098317,1.7030272732322391
KETOCONAZOLE*,KETOCONAZOLE,Brand,Mylan*,125253.83,232,129.0,539.88719828,5.3641897216,970.9599224806202,1.7984496124031009
KETOCONAZOLE*,KETOCONAZOLE,Brand,Ipg Pharmaceuti,19267.08,399,207.0,48.288421053,0.8129701685,93.0776811594203,1.9275362318840579
KETOCONAZOLE*,KETOCONAZOLE,Brand,Fougera/Sandoz,17327817.22,511294,297040.0,33.890124312,0.6660603634,58.33496236197145,1.7212967950444384
KETOCONAZOLE*,KETOCONAZOLE,Brand,Encube Ethicals,18644422.25,501430,290927.0,37.182502543,0.7263541697,64.08625617422928,1.7235595183671506
KETOCONAZOLE*,KETOCONAZOLE,Brand,Burel Pharmaceu,173825.7,5002,3176.0,34.751239504,1.2789631659,54.73101385390429,1.5749370277078085
KETODAN,KETOCONAZOLE,Brand,Overall,27969.35,57,33.0,490.69035088,4.9069035088,847.5560606060606,1.7272727272727273
KETODAN,KETOCONAZOLE,Brand,Medimetriks Pha,27969.35,57,33.0,490.69035088,4.9069035088,847.5560606060606,1.7272727272727273
KETOPROFEN,KETOPROFEN,Generic,Overall,3673280.34,3072,1019.0,1195.7292773,8.2473657004,3604.7893424926397,3.014720314033366
KETOPROFEN,KETOPROFEN,Generic,Mylan,859137.98,1433,388.0,599.53801814,4.8909698391,2214.2731443298967,3.693298969072165
KETOPROFEN,KETOPROFEN,Generic,Misemer Pharmac,2814142.36,1639,633.0,1716.987407,11.181908269,4445.7225276461295,2.589257503949447
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Overall,40351228.93,1551269,951621.0,26.011754847,3.9255972161,42.40262555155886,1.6301332147987486
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Zydus Pharmaceu,379486.89,21751,18140.0,17.446870948,0.9844068971,20.919894707828004,1.1990628445424476
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Virtus Pharmace*,61905.93,3415,2973.0,18.127651537,1.0403658578,20.82271442986882,1.1486713757147662
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Teva USA,1570386.36,95991,79088.0,16.359724974,0.9497565472,19.856190066761076,1.2137239530649404
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Sun Pharma Glob,781270.04,32749,29095.0,23.856302177,4.1604718187,26.852381508850318,1.125588589104657
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Sandoz,9162402.96,361548,252463.0,25.342148097,4.2148347655,36.292062440832915,1.432083117130035
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Sagent Pharmace*,1650.93,119,107.0,13.873361345,2.0054647593,15.429252336448599,1.1121495327102804
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Prasco Labs,44763.72,23,14.0,1946.2486957,389.24973913,3197.4085714285716,1.6428571428571428
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Pacific/Greenst,5902494.86,109313,67433.0,53.996275466,9.7736855561,87.53125116782584,1.6210609048981952
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Mylan,947928.44,50222,41219.0,18.874764844,1.0605492225,22.997366263131077,1.2184186904097625
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,"Micro Labs USA,",5917625.36,217678,144264.0,27.185224782,3.8107391283,41.019418288692954,1.508886485886985
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Hospira/Pfizer*,71904.8,5105,3559.0,14.085171401,2.3046787586,20.203652711435797,1.4343916830570385
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Sola Pharmaceut,768.5,52,41.0,14.778846154,1.3947368421,18.74390243902439,1.2682926829268293
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Fresenius-Premi*,5485.65,901,400.0,6.0884017758,0.9070632709,13.714125,2.2525
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Fresenius-Novap*,605.87,106,63.0,5.715754717,0.922795434,9.616984126984127,1.6825396825396826
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,West-Ward/Hikma*,931.5,188,151.0,4.954787234,1.5578817715,6.16887417218543,1.2450331125827814
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Fresenius Kabi*,33196.23,2005,1181.0,16.556723192,2.526481829,28.10857747671465,1.6977138018628282
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Fosun Pharma Us*,88987.02,8709,4805.0,10.217822942,1.3334984588,18.51967117585848,1.8124869927159208
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Dr.Reddy'S Lab,506338.3,28227,23278.0,17.938084104,1.0281627879,21.751795686914683,1.2126041756164618
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Camber Pharmace,2546.05,176,169.0,14.466193182,0.8933508772,15.065384615384616,1.0414201183431953
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Burel Pharmaceu,169508.57,9437,7845.0,17.962124616,0.9207368238,21.607210962396433,1.2029318036966221
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Bionpharma Inc.,96376.19,7198,6676.0,13.389301195,0.7891860532,14.436217795086879,1.0781905332534452
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Baxter Healthca*,9389.87,789,428.0,11.900975919,1.6519726601,21.938948598130843,1.8434579439252337
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Athenex Pharmac*,19015.51,1710,1215.0,11.120181287,1.5466892623,15.650625514403291,1.4074074074074074
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Apotex Corp,14280031.39,574940,379089.0,24.837428932,3.875167083,37.669337253257154,1.5166359350970353
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,"Almaject, Inc*",68810.19,9845,5848.0,6.9893539868,0.9654711969,11.766448358413133,1.6834815321477428
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Alembic Pharmac*,7565.12,475,306.0,15.926568421,1.5472009227,24.722614379084966,1.5522875816993464
KETOROLAC TROMETHAMINE*,KETOROLAC TROMETHAMINE,Brand,Akorn Inc.,219852.68,8597,5010.0,25.573185995,4.37343704,43.88277045908183,1.7159680638722554
KEVEYIS,DICHLORPHENAMIDE,Brand,Overall,20667742.85,808,98.0,25578.889666,343.96935809,210895.33520408164,8.244897959183673
KEVEYIS,DICHLORPHENAMIDE,Brand,Xeris Pharmaceu,20667742.85,808,98.0,25578.889666,343.96935809,210895.33520408164,8.244897959183673
KEVZARA,SARILUMAB,Brand,Overall,110312727.61,24099,4167.0,4577.4815391,1882.0507633,26472.936791456683,5.783297336213103
KEVZARA,SARILUMAB,Brand,Sanofi-Aventis,110312727.61,24099,4167.0,4577.4815391,1882.0507633,26472.936791456683,5.783297336213103
KEYTRUDA,PEMBROLIZUMAB,Brand,Overall,116820430.15,9668,1523.0,12083.205435,1449.5288633,76704.15636900855,6.347997373604728
KEYTRUDA,PEMBROLIZUMAB,Brand,Merck Sharp & D,116820430.15,9668,1523.0,12083.205435,1449.5288633,76704.15636900855,6.347997373604728
KIMYRSA,ORITAVANCIN DIPHOSPHATE,Brand,Overall,1027040.36,198,102.0,5187.0725253,5135.2018,10069.023137254902,1.9411764705882353
KIMYRSA,ORITAVANCIN DIPHOSPHATE,Brand,Melinta Therape,1027040.36,198,102.0,5187.0725253,5135.2018,10069.023137254902,1.9411764705882353
KINERET,ANAKINRA,Brand,Overall,28024001.36,4819,770.0,5815.3146628,280.52707696,36394.80696103896,6.258441558441558
